tweet,date
yes test typical samplebased statement coverage trivial nonexhaustive fully exhaustive test involves value coverage good luck,2020-07-23
given model described precisely english follows minute detail detailed natural language,2020-07-23
thank,2020-07-22
,2020-07-22
jcurtis true,2020-07-22
conclusion getting time machine,2020-07-22
larsson experience constant rarely business global constant local private module class replaced parameter replaced method relatively constant global reach,2020-07-22
,2020-07-22
yeah robust,2020-07-22
,2020-07-22
ive seen thing people wouldnt believe,2020-07-22
feel spared perhaps spare,2020-07-22
still think youre describing minority view time ive worked trained many mainframe programmer worked mini awareness convention would say lacking regardless whether talking cobol pl fortran etc,2020-07-22
please complete challenge prove real person im robot im saying website devalue humanity take prove youre human check box left wondering,2020-07-21
,2020-07-21
,2020-07-21
,2020-07-21
arjohnson perhaps reflection taught numerate subject phrase necessary sufficient used often possibly necessary,2020-07-21
hence observation see repeated often practised le often would hope,2020-07-21
prota sadly there shortage performance myth superstition used support questionable practice,2020-07-21
interesting observation observation experience almost exactly opposite stating language supported mainframe mini procedural tended support narrow scope early initialisation,2020-07-21
arjohnson yup reading correct use field initialisers rather introduce unnecessary constructor using field initialisers constructor unnecessary allows locality avoids invalid state,2020-07-21
,2020-07-21
vein another one see quite often failure use nested scope best advantage encapsulation broader concept private veneer field hiding irrelevant detail including nesting type shouldnt top level public,2020-07-21
one sense one underlying idea manifest variety specific guideline ranging information hiding initialisation code size,2020-07-21
idea locality key fewer surprise le upanddown scanning code need intimately bound idea smallest scopeaccess also give rise idea small functionsclassesetc,2020-07-21
also think failure understand applies general example many would say follow guideline introduce unnecessary constructor code instead using direct fieldmember initialisers,2020-07-21
wonder much question education guideline point made example given much people learning osmotically example codebases work perpetuates habit,2020-07-21
language make sense coding guideline encouraged mumble year declaring variable late possible initialising early possible see repeated often still see far code isnt applied,2020-07-21
today family lockdown viewing chris crowes tedx talk extraterrestrial theyre almost certainly,2020-07-21
,2020-07-21
skaaning one thing ive meaning look havent got round yet meaningful opinion yet,2020-07-21
,2020-07-21
,2020-07-21
nature,2020-07-21
